,company_name,best_match,best_score
17524,sprint spectrum -,sprint spectrum,94
19675,o2diesel,o2 diesel,94
20153,sra international,sri international,94
20752,csi technologies,csp technologies,94
21800,global energy grp,global energy group,94
22436,cpi international,cpc international,94
24863,mead johnson nutrition,mead johnson nutritionals,94
26203,innovente,innovene,94
27220,progen pharmaceuticals,progenics pharmaceuticals,94
27604,lyondellbasell industries nv,lyondellbasell industries,94
92,abm industries,ab7 industries,93
208,bmc industries,bmi industries,93
768,enzon pharmaceuticals,endo pharmaceuticals,93
913,medclean technologies,medscan technologies,93
916,general electric cap,general electric comp,93
1344,cybex international,cybex internationalinc,93
1744,perle systems,perlage systems,93
1925,paragon technologies,paraggonix technologies,93
1989,semtech,sematech,93
2034,sonoco products,soneco products,93
2241,transcat,transat,93
3030,cec industries,ces industries,93
5431,theravance biopharma,theravance biopharma us,93
5614,syndax pharmaceuticals,synta pharmaceuticals,93
6700,mera pharmaceuticals,meyer pharmaceuticals,93
7270,protide pharmaceuticals,provid pharmaceuticals,93
7715,chart industries,cha industries,93
8802,parkway,parkwayz,93
9047,enerflex,enerfex,93
9950,chase industries,cha industries,93
11143,aridis pharmaceuticals,ariad pharmaceuticals,93
13167,compass,compbass,93
14927,transact technologies,transmart technologies,93
16378,arc resources,armac resources,93
16695,transakt,transat,93
16833,brainium technologies,bradium technologies,93
17599,husky injection molding sys,husky injection molding systems,93
17902,linkwell,linwell,93
17949,brocade communications sys,brocade communications systems,93
18293,oretech,ore tech,93
19329,innovaro,innovar,93
26467,cea industries,ces industries,93
358,healthtronics,healthonics,92
417,lumen technologies,lucent technologies,92
727,ecc international cp,ecc international,92
1416,compex technologies,comeaux technologies,92
1747,personal diagnostics,personal diagnostix,92
1851,raytech,raytec,92
2092,storage technology cp,storage technology,92
2275,unioil,unicoil,92
2790,apyx medical,apex medical,92
2971,michael foods,michael woods,92
3164,adva international,admar international,92
7347,simula,simulat,92
9317,theratechnologies,thermal technologies,92
10036,stmicroelectronics nv,stmicroelectronics,92
10049,rsa security,rsa secruity,92
10390,akcea therapeutics,akebia therapeutics,92
12592,palantir technolog,palantir technologies,92
14151,renaissancere,renaissance,92
15276,epiq systems,epic systems,92
15855,sense technologies,sensor technologies,92
16067,matech,mautech,92
17005,allon therapeutics,allogene therapeutics,92
17208,vialog,vialogy,92
17935,scient,scitent,92
19034,j b williams,j e williams,92
19057,virage,viragen,92
19093,transgenomic,transfenomic,92
19637,savaria,savari,92
19775,aramark,armark,92
24104,renegy,renergy,92
24532,celldex therapeutics,cell therapeutics,92
24851,media technologies,medisafe technologies,92
25005,smart technologies,smarthin technologies,92
25718,nxp semiconductors nv,nxp semiconductors,92
27577,evogene,evogen,92
681,dover industries,dosser industries,91
756,energy conversion dev,energy conversion devices,91
966,graco,gradco,91
1158,navistar international,navigare international,91
1424,memry,memryx,91
1540,national computer sys,national computer systems,91
2205,thor industries,thorley industries,91
2226,tosco,toscon,91
2546,marina,maria,91
3276,amcol international,am international,91
3287,tat technologies,talk technologies,91
3292,nstor technologies,nsit technologies,91
3391,dell technologies,delph technologies,91
3398,medstone international,medizone international,91
4816,asensus surgical,asensus surgical us,91
5877,vicor,victor,91
6202,inotek pharmaceuticals,incyte pharmaceuticals,91
6560,esco technologies,esw technologies,91
8064,versum materials,versum materials us,91
8695,vertical computer sys,vertical computer systems,91
9238,daw technologies,dask technologies,91
9864,mattson technology,marson technology,91
13073,joann,joanne,91
13565,rover group,rorer group,91
14216,advent software,adventage software,91
14256,objective sys integratrs,objective systems integrators,91
14388,remec,remtec,91
15008,west bancorporation,west corporation,91
15266,cerus,cetrus,91
16307,l'oreal sa,l''oreal usa,91
17185,vianet technologies,via technologies,91
17274,navigant international,navigare international,91
17276,panacos pharmaceuticals,panacea pharmaceuticals,91
17419,liminal biosciences,liminal sciences,91
17811,life technologies,linex technologies,91
17961,inet technologies,ineos technologies,91
18352,mck communications,mci communication,91
18875,nuance communications-old,nuance communications,91
19144,curis,curtis,91
19421,catalytica energy sys,catalytica energy systems,91
19721,kaneb,kanebo,91
20049,aderis pharmaceuticals,adventis pharmaceuticals,91
20559,act international,acip international,91
20817,arise technologies,arid technologies,91
20929,advanced emissions solutions,advanced vision solutions,91
21043,motive,motiv,91
21214,ness technologies,neose technologies,91
21743,ivivi technologies,iviu technologies,91
23262,xtent,xtenit,91
24028,nevoro,nevro,91
25079,phonex,phone,91
25439,aveo pharmaceuticals,avineuro pharmaceuticals,91
493,oscient pharmaceuticals,osi pharmaceuticals,90
641,hydron technologies,hydroionic technologies,90
884,foster wheeler ag,foster wheeler,90
1137,integrated device tech,integrated device technolgy,90
1401,mccormick &,mccormick,90
1449,micros systems,microscan systems,90
1897,rohm haas,rohm & haas,90
1977,seagate technology-old,seagate technology,90
2075,standex international,starnet international,90
2258,tyco international plc,tyco international,90
2572,gladstone land,gladstone liang,90
2576,telemetrix,telemetrio,90
3173,tigerlogic,tier logic,90
3547,arch resources,armac resources,90
4618,ani pharmaceuticals,andrx pharmaceuticals,90
5061,greenkraft,greencraft,90
5554,mednet international,medizone international,90
5733,soleno therapeutics,sorrento therapeutics,90
6144,verb technology,vexor technology,90
6174,integral systems,interad systems,90
6573,bionik laboratories,biogenix laboratories,90
7791,theralink technologies,thermal technologies,90
9023,arris international plc,arris international,90
9325,sola international,solatube international,90
10070,mind technology,micon technology,90
10104,eledon pharmaceuticals,elan pharmaceuticals,90
10329,delphi technologies plc,delphi technologies,90
11464,cardiol therapeutics,cardium therapeutics,90
13969,cameron international,camco international,90
14099,trikon technologies,trellion technologies,90
14120,venturi partners,venture partner,90
14319,dal-tile international,dale international,90
14321,elizabeth arden,elizabeth ward,90
14465,lightpath technologies,lightip technologies,90
14729,salix pharmaceuticals,sanrx pharmaceuticals,90
14900,icg canada,ici canada,90
15054,optimal group,optima law group,90
15149,neomedia technologies,neomet technologies,90
15197,atc technology,atom technology,90
15306,global med technologies,global technologies,90
15998,brilliant technologies,brilliant technology,90
16745,theralase technologies,thermal technologies,90
16750,technicoil,technisoil,90
17478,conmat technologies,convatec technologies,90
18882,mag silver,max silver,90
19184,ista pharmaceuticals,isis pharmaceuticals,90
19499,global payments,global patents,90
20048,intervideo,intravideo,90
20971,interline brands,internet brands,90
21063,crailar technologies,cranial technologies,90
21676,aspreva pharmaceuticals,ase pharmaceuticals,90
21882,innovative card technologies,innovative technologies,90
23669,first bank,first rank,90
24875,taronis technologies,tavonni technologies,90
26443,apache design solutions-redh,apache design solutions,90
27392,triton international,tround international,90
56,alcan,alan,89
129,ameron international,am international,89
275,sames,same,89
314,briggs & stratton,briggs and stratton,89
559,cooper industries plc,cooper industries,89
568,cosmo communications,cox communications,89
577,crawford &,crawford,89
604,smtek international,smith international,89
1133,terra industries,terralium industries,89
1258,kit manufacturing,kinze manufacturing,89
1400,mcclain industries,mclaren industries,89
1622,wells fargo &,wells fargo na,89
1749,caddo international,camco international,89
1966,transtech industries,trausch industries,89
2163,marlton technologies,marco technologies,89
2242,transnet,transnetyx,89
2480,alexander & baldwin,alexandra baldwin,89
2662,asa international,astec international,89
2678,freds,fred,89
2681,igene biotechnology,igi biotechnology,89
2791,international baler,international paper,89
2812,harman international inds,harman international industries,89
2817,saztec international,sage international,89
3189,binovi technologies,bio2 technologies,89
3263,sico,sivco,89
3358,bioject medical technologies,biocore medical technologies,89
3534,thai,thais,89
3622,andrew peller,andrew spiller,89
3644,camco,camo,89
3727,idex,idexx,89
4159,actinium pharmaceuticals,actimis pharmaceuticals,89
4255,general motors finl,general motors lc,89
4438,axim biotechnologies,axium technologies,89
4545,nanostring technologies,nanosensing technologies,89
4767,transit group,transtar group,89
5017,brendan technologies,breed technologies,89
5390,grey wolf,greg wolf,89
5494,exco technologies,exobox technologies,89
6042,avanir pharmaceuticals,aventis pharmaceuticals,89
6067,biosig technologies,bio2 technologies,89
6545,global water solutions,global patent solutions,89
6761,somanetics,somatics,89
7147,core,corey,89
7319,christopher & banks,christopher blank,89
7613,uniroyal technology,uniram technology,89
8043,union bridge,union carbridge,89
8367,line,linde,89
8565,artemis therapeutics,arete therapeutics,89
8779,signal technology,signal technologies,89
9184,yayi international,yangji international,89
9279,terrestar,terrastar,89
9283,mosaid technologies,moxa technologies,89
9428,daktronics,datonics,89
9595,interlott technologies,intertrust technologies,89
10312,inkine pharmaceutical,indigene pharmaceuticals,89
10318,newater technology,newcera technology,89
10561,allena pharmaceuticals,alexion pharmaceuticals,89
11100,wisa technologies,wieson technologies,89
11661,trevi therapeutics,trius therapeutics,89
13258,stem,steam,89
14213,applied microsystems,applied biosystems,89
14396,lark technologies,labock technologies,89
15100,nco group,nct group,89
15101,innovate,innnovatex,89
15154,api electronics group,apollo electronics group,89
15731,faro technologies,farmin technologies,89
16527,elite technologies,ellipse technologies,89
16730,integral technologies,integral wave technologies,89
17179,pacel,pace,89
17368,cash technologies,casata technologies,89
17501,surge energy,sunverge energy,89
17576,netnation communications,netamin communication,89
17757,arch chemicals,arco chemical,89
17847,brooks automation cda,brooks automation,89
18759,iprint technologies,ipxi technologies,89
19041,nstein technologies,nsit technologies,89
19079,maxar technologies,marco technologies,89
19151,opnet technologies,operr technologies,89
19152,vicuron pharmaceuticals,vipont pharmaceuticals,89
19247,cosine communications,collision communications,89
19544,primal solutions,primordial solutions,89
20340,si international,singim international,89
20395,cox technologies,comeaux technologies,89
20463,homeq,home,89
21305,pra international,prefixa international,89
21358,wanted technologies,wave technologies,89
21384,ormat technologies,orbit technologies,89
21445,enterprise group,enterprise law group,89
21954,api technologies,appiant technologies,89
22809,cam group,cao group,89
23144,sonoma pharmaceuticals,somaxon pharmaceuticals,89
23552,innovation pharmaceuticals i,innovative pharmaceuticals,89
23697,cai international,camco international,89
23800,poet technologies,point2 technologies,89
24598,verso,vero,89
25626,pernix therapeutics,perfan therapeutics,89
166,advanced oxygen technology,advanced lens technology,88
607,inrange technologies,internec technologies,88
737,electro scientific inds,electro scientific,88
948,glaxosmithkline plc,glaxosmithkline,88
1129,innovex,innovalex,88
1183,medlink international,medizone international,88
1445,michaels cos,michael copps,88
1484,molecular biosystems,molecular nanosystems,88
1510,moyco technologies,mom technologies,88
1981,leap technology,leadis technology,88
2196,textron,textronix,88
2292,united industrial,united industries,88
2313,sensient technologies,sensata technologies,88
2371,washington homes,washington moses,88
2417,williams cos,william combs,88
2638,cytogen,cytogenix,88
2870,regenerx biopharmaceuticals,regeneron pharmaceuticals,88
2900,siem industries,sintek industries,88
2916,rich pharmaceuticals,rigel pharmaceuticals,88
3091,tiffany &,tiffany,88
3355,transalta,transat,88
4356,omthera pharmaceuticals,omega pharmaceutical,88
4594,arch therapeutics,arno therapeutics,88
